буэнос-айрес,аргентина,буэнос-айрес	Buenos_Aires
уэнохар,япония,уэнохара	Uenohara,_Yamanashi
тиньял,италия,тиньяле	Tignale
треццано-роза,италия,треццано-роза	Trezzano_Rosa
садывать,италия,садали	Sadali,_Sardinia
уттаркаша,индия,уттаркаши	Uttarkashi
сольо,италия,италия,сольо	Soglio,_Piedmont
рубьер,италия,рубьера	Rubiera
старанцано,италия,старанцано	Staranzano
сан-роберто,италия,сан-роберто	San_Roberto
урбание,италия,урбания	Urbania
рамло,израиль,рамла	Ramla
сан-бернардино,калифорния,соединять штат америка,сша,америка,сан-бернардино	San_Bernardino,_California
руфина,италия,руфина	Rufina
тарко-сало,россия,ямало-ненецкий автономный округ,тарко-сале	Tarko-Sale
ротонда,италия,италия,ротонда	Rotonda,_Basilicata
суэц,египет,суэц	Suez
судовой вишня,украина,судовая вишня	Sudova_Vyshnia
сордьо,италия,сордьо	Sordio
сарконь,италия,саркони	Sarconi
утрехт,нидерланды,утрехт	Utrecht
усть-джегута,россия,карачаево-черкесия,усть-джегута	Ust-Dzheguta
торремехия,испания,торремехия	Torremejía
тринитаполоть,италия,тринитаполи	Trinitapoli
сан-бартолом-де-ласа-абьертас,испания,сан-бартоломе-де-лас-абьертас	San_Bartolomé_de_las_Abiertas
рескальдин,италия,рескальдина	Rescaldina
тирвагандж,индия,тирвагандж	Tirwaganj
санта-элизабетта,италия,санта-элизабетта	Santa_Elisabetta
санкт-галлен,швейцария,санкт-галлен	St._Gallen
сепп,индия,сеппа	Seppa
сояно-дель-лаго,италия,сояно-дель-лаго	Soiano_del_Lago
терненго,италия,терненго	Ternengo
сендзишув-малопольский,польша,сендзишув-малопольски	Sędziszów_Małopolski
торрико,испания,торрико	Torrico
сан-мауро-форте,италия,сан-мауро-форте	San_Mauro_Forte
токио,город,токио	Tokyo_City
сассофельтрио,италия,сассофельтрио	Sassofeltrio
тараклия,город,молдавия,тараклия	Taraclia
трезнурагес,италия,трезнурагес	Tresnuraghes
рахат,израиль,рахат	Rahat
скемп,польша,скемпе	Skępe
скво-лейк,город,миннесота,соединять штат америка,сша,америка,скво-лейк	Squaw_Lake,_Minnesota
тетиев,украина,тетиев	Tetiiv
санта-мария-оэ,италия,санта-мария-оэ	Santa_Maria_Hoè
сейедан,иран,сейедан	Seyyedan
саффолк,виргиния,соединять штат америка,сша,америка,саффолк	Suffolk,_Virginia
романо-канавез,италия,романо-канавезе	Romano_Canavese
рипа-театина,италия,рипа-театина	Ripa_Teatina
страмбинелло,италия,страмбинелло	Strambinello
розо,город,миннесота,соединять штат америка,сша,америка,розо	Roseau,_Minnesota
сплит,город,хорватия,сплит	Split,_Croatia
седльчани,чехия,седльчани	Sedlčany
тон,провинция,тренто,италия,тон	Ton,_Trentino
рошфор,франция,рошфор	Rochefort,_Charente-Maritime
сан-джованни-вальдарно,италия,сан-джованни-вальдарно	San_Giovanni_Valdarno
роккетт-э-кроче,италия,роккетта-э-кроче	Rocchetta_e_Croce
сан-северо,италия,сан-северо	San_Severo
сан-лоренцо,италия,италия,сан-лоренцо	San_Lorenzo,_Calabria
тисси,италия,тисси	Tissi
саранд,саранда	Sarandë
сан-поссидоньо,италия,сан-поссидоньо	San_Possidonio
савоние,италия,савонья	Savogna
тулуза,франция,тулуза	Toulouse
селси,западный суссекс,селси	Selsey
уки,город,япония),уки	Uki,_Kumamoto
страсбург,франция,страсбург	Strasbourg
сан-таммаро,италия,сан-таммаро	San_Tammaro
тазено,италия,тазено	Taceno
суходольск,суходольск	Sukhodilsk
рокк-приора,италия,рокка-приора	Rocca_Priora
сан-мартино-аль-тальяменто,италия,сан-мартино-аль-тальяменто	San_Martino_al_Tagliamento
реторбидо,италия,реторбидо	Retorbido
скопелло,италия,скопелло	Scopello
рокпорт,техас,соединять штат америка,сша,америка,рокпорт	Rockport,_Texas
тульбинг,австрия,тульбинг	Tulbing
сент-стивен,город,миннесота,соединять штат америка,сша,америка,сент-стивен	St._Stephen,_Minnesota
санседой,испания,санседо	Sancedo
сантий,италия,сантия	Santhià
суховолить,польша,суховоля	Suchowola
сакчагезя,турция,сакчагёзю	Sakçagözü
сальваканьета,испания,сальваканьете	Salvacañete
сеница,словакия,словакия,сеница	Senica
станьо-ломбардо,италия,станьо-ломбардо	Stagno_Lombardo
риен,швейцария,риен	Riehen
ункастильо,испания,ункастильо	Uncastillo
смоленск,россия,смоленская область,смоленск	Smolensk
тоужой,чехия,тоужим	Toužim
тхэбэк,город,республика корея,корея,южный корея,тхэбэк	Taebaek
тангеранг-селатан,индонезия,тангеранг-селатан	South_Tangerang
теор,италия,теора	Teora
ред-лейк-фолс,город,миннесота,соединять штат америка,сша,америка,ред-лейк-фолс	Red_Lake_Falls,_Minnesota
сан-лоренцо-ин-банал,италия,сан-лоренцо-ин-банале	San_Lorenzo_in_Banale
удхампур,индия,удхампур	Udhampur
триверо,италия,триверо	Trivero
тутикорин,индия,тутикорин	Thoothukudi
уинон,город,миннесота,соединять штат америка,сша,америка,уинона	Winona,_Minnesota
рубласедой-де-абахо,испания,рубласедо-де-абахо	Rublacedo_de_Abajo
роббинсдейл,миннесота,соединять штат америка,сша,америка,роббинсдейл	Robbinsdale,_Minnesota
роккетт-ди-вар,италия,роккетта-ди-вара	Rocchetta_di_Vara
ураго-д’ольо,италия,ураго-д’ольо	Urago_d'Oglio
славянск-на-кубань,россия,краснодарский край,славянск-на-кубани	Slavyansk-na-Kubani
силей,италия,силея	Silea
санта-анджело-ломеллин,италия,сант-анджело-ломеллина	Sant'Angelo_Lomellina
рубцовск,россия,алтайский край,рубцовск	Rubtsovsk
уичито-фолс,соединять штат америка,сша,америка,уичито-фолс	Wichita_Falls,_Texas
сок-сентер,город,миннесота,соединять штат америка,сша,америка,сок-сентер	Sauk_Centre,_Minnesota
тангеранг,индонезия,тангеранг	Tangerang
сечь,италия,секли	Seclì
ресмондо,испания,ресмондо	Rezmondo
унья,турция,унье	Ünye
сальватьерра-де-эска,испания,сальватьерра-де-эска	Salvatierra_de_Esca
уэст-валль-сити,соединять штат америка,сша,америка,уэст-валли-сити	West_Valley_City,_Utah
треместьери-этнео,италия,треместьери-этнео	Tremestieri_Etneo
страж-под-ральскем,чехия,страж-под-ральскем	Stráž_pod_Ralskem
тельча,чехия,тельч	Telč
сан-микеле-серино,италия,сан-микеле-серино	San_Michele_di_Serino
сакурай,япония,сакураи	Sakurai,_Nara
скайлайн,миннесота,соединять штат америка,сша,америка,скайлайн	Skyline,_Minnesota
саэлисес,испания,саэлисес	Saelices
санкт-якоб-он-розенталь,австрия,санкт-якоб-им-розенталь	Sankt_Jakob_im_Rosental
тагбиларан,тагбиларан	Tagbilaran
сенгилей,россия,ульяновский область,сенгилей	Sengiley
ситка,соединять штат америка,сша,америка,ситка	Sitka,_Alaska
рашмор,город,миннесота,соединять штат америка,сша,америка,рашмор	Rushmore,_Minnesota
санкт-георген-ама-ибсфельд,австрия,санкт-георген-ам-ибсфельд	Sankt_Georgen_am_Ybbsfelde
риельвес,испания,риельвес	Rielves
синг,город,сингу	Shingū,_Wakayama
рашкув,польша,рашкув	Raszków
сено-де-луна,испания,сена-де-луна	Sena_de_Luna
слипать-ай,город,миннесота,соединять штат америка,сша,америка,слипи-ай	Sleepy_Eye,_Minnesota
рокк-д’арча,италия,рокка-д’арче	Rocca_d'Arce
сайдзе,сайдзё	Saijō,_Ehime
уиж,город,ангола,уиже	Uíge
рокк-ди-нето,италия,рокка-ди-нето	Rocca_di_Neto
судзара,италия,судзара	Suzzara
тамлук,индия,тамлук	Tamluk
уэлком,город,миннесота,соединять штат америка,сша,америка,уэлком	Welcome,_Minnesota
сечовец,словакия,сечовце	Sečovce
тршебич,чехия,тршебич	Třebíč
тойрано,италия,тойрано	Toirano
сориано-нель-чимино,италия,сориано-нель-чимино	Soriano_nel_Cimino
роккаспарвер,италия,роккаспарвера	Roccasparvera
сергиев посад,россия,московский область,сергиев посад	Sergiyev_Posad
радовиш,македония,радовиш	Radoviš
сармато,италия,сармато	Sarmato
сазав,край,среднечешский край,чехия,сазава	Sázava_(Benešov_District)
титувенай,литва,титувенай	Tytuvėnai
сисопхон,камбоджа,сисопхон	Sisophon
саут-портленд,мэн,соединять штат америка,сша,америка,саут-портленд	South_Portland,_Maine
санто-стефано-дель-сол,италия,санто-стефано-дель-соле	Santo_Stefano_del_Sole
санта-мария-дель-молизе,италия,санта-мария-дель-молизе	Santa_Maria_del_Molise
тенна,италия,италия,тенна	Tenna,_Trentino
симир,симира	Zemar
требин,босния и герцеговина,требине	Trebinje
сан-соссьо-барония,италия,сан-соссьо-барония	San_Sossio_Baronia
скандолар-рипа-д’ольо,италия,скандолара-рипа-д’ольо	Scandolara_Ripa_d'Oglio
салантай,литва,салантай	Salantai
робрес,испания,робрес	Robres
райна,базель-ланды,швейцария,райнах	Reinach,_Basel-Landschaft
сан-себастьян,сан-паулу,бразилия,сан-себастьян	São_Sebastião,_São_Paulo
тиба,город,тиба	Chiba,_Chiba
сан-пабло-де-лос-монтес,испания,сан-пабло-де-лос-монтес	San_Pablo_de_los_Montes
рей,город,иран,рей	Rey,_Iran
торать-нуово,италия,торано-нуово	Torano_Nuovo
стерджен-лейк,город,миннесота,соединять штат америка,сша,америка,стерджен-лейк	Sturgeon_Lake,_Minnesota
сондрио,италия,сондрио	Sondrio
тари,австралия,тари	Taree,_New_South_Wales
санта-мария-когинас,италия,санта-мария-когинас	Santa_Maria_Coghinas
сухум,грузия,сухум	Sukhumi
торричелла-сикур,италия,торричелла-сикура	Torricella_Sicura
рамакка,италия,рамакка	Ramacca
серра-педача,италия,серра-педаче	Serra_Pedace
соларино,италия,соларино	Solarino
свидвин,польша,свидвин	Świdwin
таканька,иран,таканек	Taqanak
роккаджовина,италия,роккаджовине	Roccagiovine
уусикаарлепюу,уусикаарлепюу	Nykarleby
сирмион,италия,сирмионе	Sirmione
сент-винсент,город,миннесота,соединять штат америка,сша,америка,сент-винсент	St._Vincent,_Minnesota
санто-доминго-де-силос,испания,санто-доминго-де-силос	Santo_Domingo_de_Silos
сан-педро-берсьянос,испания,сан-педро-берсьянос	San_Pedro_Bercianos
скаф,италия,скафа	Scafa
сантибаньес-де-ла-пение,испания,сантибаньес-де-ла-пенья	Santibáñez_de_la_Peña
талс,талса	Tulsa,_Oklahoma
трговь-штепанов,чехия,тргови-штепанов	Trhový_Štěpánov
сталева-воля,польша,сталёва-воля	Stalowa_Wola
саградо,италия,саградо	Sagrado
рэдэуци,румыния,рэдэуци	Rădăuți
раба-де-ласа-кальсадас,испания,рабе-де-лас-кальсадас	Rabé_de_las_Calzadas
сальдание-де-бургос,испания,сальданья-де-бургос	Saldaña_de_Burgos
сантя-козм-э-дамьяно,италия,санти-козма-э-дамьяно	Santi_Cosma_e_Damiano,_Lazio
токио,япония,токио	Tokyo
седильо-дель-кондадо,испания,седильо-дель-кондадо	Cedillo_del_Condado
розег,австрия,розег	Rosegg
торра-канавез,италия,торре-канавезе	Torre_Canavese
траверсетоло,италия,траверсетоло	Traversetolo
трут-ор-консекуэнсес,соединять штат америка,сша,америка,трут-ор-консекуэнсес	Truth_or_Consequences,_New_Mexico
тор-э-пиччилль,италия,тора-э-пиччилли	Tora_e_Piccilli
санта-мария-нуово,италия,санта-мария-нуова	Santa_Maria_Nuova,_Marche
раздельный,украина,раздельная	Rozdilna
соколув-подляска,польша,соколув-подляски	Sokołów_Podlaski
спеккья,италия,спеккья	Specchia
сент-луис-парк,соединять штат америка,сша,америка,сент-луис-парк	St._Louis_Park,_Minnesota
сан-антонио-абад,испания,сан-антонио-абад	Sant_Antoni_de_Portmany
тисауйварош,венгрия,тисауйварош	Tiszaújváros
сан-франсиско-де-кампеч,мексика,сан-франсиско-де-кампече	Campeche,_Campeche
тремозин,италия,тремозине	Tremosine
травемюнде,травемюнде	Travemünde
санта-мария-дель-кубильо,испания,санта-мария-дель-кубильо	Santa_María_del_Cubillo
уисконсин-делс,соединять штат америка,сша,америка,уисконсин-делс	Wisconsin_Dells,_Wisconsin
сяньнин,сяньнин	Xianning
соль-илецк,россия,оренбургский область,соль-илецк	Sol-Iletsk
сикульяна,италия,сикульяна	Siculiana
ривелло,италия,ривелло	Rivello
тревилл,италия,тревилле	Treville
семенов,город,россия,нижегородский область,семёнов	Semyonov,_Nizhny_Novgorod_Oblast
ретаскон,испания,ретаскон	Retascón
роккадаспид,италия,роккадаспиде	Roccadaspide
спишск-бел,словакия,спишска-бела	Spišská_Belá
спарта,спарта	Sparta
сардильяно,италия,сардильяно	Sardigliano
россац-арнсдорф,австрия,россац-арнсдорф	Rossatz-Arnsdorf
сегура-де-лос-баньос,испания,сегура-де-лос-баньос	Segura_de_los_Baños
тагава,город,тагава	Tagawa,_Fukuoka
рифреддо,италия,рифреддо	Rifreddo
сайтам,город,сайтама	Saitama,_Saitama
сан-филя,италия,сан-фили	San_Fili
таваньякко,италия,таваньякко	Tavagnacco
сольдать,италия,сольдано	Soldano,_Liguria
саламин,кипр,саламин	Salamis,_Cyprus
увек,увек	Ukek
трехгорный,россия,челябинский область,трёхгорный	Tryokhgorny
уинслоу,арканзас,соединять штат америка,сша,америка,уинслоу	Winslow,_Arkansas
тырва,эстония,тырва	Tõrva
сиджес,испания,сиджес	Sitges
сьрем,польша,сьрем	Śrem
североуральск,россия,свердловский область,североуральск	Severouralsk
торреаное,италия,торреано	Torreano
совер,италия,совер	Sover
тидор,индонезия,тидоре	Tidore
сермида,италия,сермиде	Sermide
сикокутюо,сикокутюо	Shikokuchūō,_Ehime
решты,иран,решт	Rasht
санта-омеро,италия,сант-омеро	Sant'Omero
сперон,италия,спероне	Sperone
синагра,италия,синагра	Sinagra,_Sicily
станек,чехия,станьков	Staňkov_(Domažlice_District)
рейсин,город,миннесота,соединять штат америка,сша,америка,рейсин	Racine,_Minnesota
сан-джованни-инкарико,италия,сан-джованни-инкарико	San_Giovanni_Incarico
савьяно,италия,савьяно	Saviano
трнава,словакия,трнава	Trnava
санкт-канциан-ама-клопайнер-зея,австрия,санкт-канциан-ам-клопайнер-зее	Sankt_Kanzian_am_Klopeiner_See
синьян,китайский народный республика,китай,кнр,синьян	Xinyang
уотербери,коннектикут,соединять штат америка,сша,америка,уотербери	Waterbury,_Connecticut
роккамандольфи,италия,роккамандольфи	Roccamandolfi
сакака,саудовский аравия,сакака	Sakakah
урбина,италия,урбино	Urbino
сан-джованни-аль-натизон,италия,сан-джованни-аль-натизоне	San_Giovanni_al_Natisone
соверато,италия,соверато	Soverato
сифнос,греция,сифнос	Sifnos
рикать,испания,рикла	Ricla
санта-мария-де-лос-кабальерасти,испания,санта-мария-де-лос-кабальерос	Santa_María_de_los_Caballeros
триора,италия,триора	Triora
сольвычегодск,россия,архангельский область,сольвычегодск	Solvychegodsk
сан-бьяджо-сарачиниско,италия,сан-бьяджо-сарачиниско	San_Biagio_Saracinisco
сартиран-ломеллин,италия,сартирана-ломеллина	Sartirana_Lomellina
уйсьце,польша,уйсьце	Ujście
розето-вальфортор,розето-вальфорторе	Roseto_Valfortore
рентон,вашингтон,соединять штат америка,сша,америка,рентон	Renton,_Washington
ранагхат,индия,ранагхат	Ranaghat
сан-джованни-а-пиро,италия,сан-джованни-а-пиро	San_Giovanni_a_Piro
тулча,румыния,тулча	Tulcea
ундзен,город,ундзен	Unzen,_Nagasaki
уэйко,соединять штат америка,сша,америка,уэйко	Waco,_Texas
самона,провинция,турин,италия,самоне	Samone,_Piedmont
сан-джустино,италия,сан-джустино	San_Giustino
сьюпириор,висконсин,соединять штат америка,сша,америка,сьюпириор	Superior,_Wisconsin
сан-мауро-ла-брук,италия,сан-мауро-ла-брука	San_Mauro_la_Bruca
стьюарт,город,миннесота,соединять штат америка,сша,америка,стьюарт	Stewart,_Minnesota
тарасон,испания,тарасона	Tarazona
таскиги,соединять штат америка,сша,америка,таскиги	Tuskegee,_Alabama
сасселло,италия,сасселло	Sassello
серра,коммуна,италия,серре	Serre,_Campania
сан-паоло-сольбритый,италия,сан-паоло-сольбрито	San_Paolo_Solbrito
синьчжоу,китайский народный республика,китай,кнр,синьчжоу	Xinzhou
спиньо-монферрато,италия,спиньо-монферрато	Spigno_Monferrato
ратнагиря,индия,ратнагири	Ratnagiri
торремормохны,испания,торремормохон	Torremormojón
уссельо,италия,уссельо	Usseglio
тосантос,испания,тосантос	Tosantos
стомпоркув,польша,стомпоркув	Stąporków
торресилие-де-лос-анхелес,испания,торресилья-де-лос-анхелес	Torrecilla_de_los_Ángeles
риоло-терм,италия,риоло-терме	Riolo_Terme
сдерот,израиль,сдерот	Sderot
тема,муниципалитет,италия,тему	Temù
сан-мартино-канавез,италия,сан-мартино-канавезе	San_Martino_Canavese
седельяно,италия,седельяно	Sedegliano
роинг,индия,роинг	Roing
торрелья,италия,италия,торрелья	Torreglia
саббьо-кьез,италия,саббьо-кьезе	Sabbio_Chiese
торналь,словакия,торналя	Tornaľa
розиньяно-монферрато,италия,розиньяно-монферрато	Rosignano_Monferrato
сальватьерра-де-сантьяго,испания,сальватьерра-де-сантьяго	Salvatierra_de_Santiago
томболо,италия,томболо	Tombolo,_Veneto
саадабад,иран,саадабад	Sadabad,_Iran
ромул,ромула	Romula
сан-бенедетто-дея-марси,италия,сан-бенедетто-деи-марси	San_Benedetto_dei_Marsi
салинас,калифорния,соединять штат америка,сша,америка,салинас	Salinas,_California
сенес-де-алькубьерра,испания,сенес-де-алькубьерре	Senés_de_Alcubierre
тонецца-дель-чимоне,италия,тонецца-дель-чимоне	Tonezza_del_Cimone
санфре,италия,санфре	Sanfrè
ранчо-кукамонга,калифорния,соединять штат америка,сша,америка,ранчо-кукамонга	Rancho_Cucamonga,_California
санарик,италия,санарика	Sanarica
риченго,италия,риченго	Ricengo
риокавадо-де-ла-сьерра,испания,риокавадо-де-ла-сьерра	Riocavado_de_la_Sierra
ревенг-де-кампос,испания,ревенга-де-кампос	Revenga_de_Campos
устилуг,украина,устилуг	Ustyluh
радикондоль,италия,радикондоли	Radicondoli
рышканы,молдавия,рышканы	Rîșcani
тауранга,тауранга	Tauranga
сан-поло-матез,италия,сан-поло-матезе	San_Polo_Matese
ужгород,украина,ужгород	Uzhhorod
рексберг,соединять штат америка,сша,америка,рексберг	Rexburg,_Idaho
санта-гадеа-дель-сид,испания,санта-гадеа-дель-сид	Santa_Gadea_del_Cid
тлмач,словакия,тлмаче	Tlmače
смирный,смирна	Smyrna
санкт-петер-ин-дер-ау,австрия,санкт-петер-ин-дер-ау	Sankt_Peter_in_der_Au
саратог-спрингс,саратога-спрингс	Saratoga_Springs,_New_York
терцолас,италия,терцолас	Terzolas
сан-состень,италия,сан-состене	San_Sostene
роккафорте-лигур,италия,роккафорте-лигуре	Roccaforte_Ligure
роверкьяр,италия,роверкьяра	Roverchiara
сестол,италия,сестола	Sestola
санкт-михаэль-они-бургенланд,австрия,санкт-михаэль-им-бургенланд	Sankt_Michael_im_Burgenland
саррион,испания,саррион	Sarrión
сан-джервазио-брешанный,италия,сан-джервазио-брешано	San_Gervasio_Bresciano
салонта,румыния,салонта	Salonta
рыбник,польша,рыбник	Rybnik
сан-дамьяно-д’асти,италия,сан-дамьяно-д’асти	San_Damiano_d'Asti
сан-коломбанный-бельмонт,италия,сан-коломбано-бельмонте	San_Colombano_Belmonte
роккафорте-дель-греко,италия,роккафорте-дель-греко	Roccaforte_del_Greco
састамала,састамала	Sastamala
триказ,италия,триказе	Tricase
рорба-ан-дер-гельзен,австрия,рорбах-ан-дер-гёльзен	Rohrbach_an_der_Gölsen
скальдасол,италия,скальдасоле	Scaldasole
тушин,польша,тушин	Tuszyn
санфиша-лейк,город,миннесота,соединять штат америка,сша,америка,санфиш-лейк	Sunfish_Lake,_Minnesota
ривароло-канавез,италия,ривароло-канавезе	Rivarolo_Canavese
тернополь,украина,тернополь	Ternopil
сент-мэрис-пойнт,город,миннесота,соединять штат америка,сша,америка,сент-мэрис-пойнт	St._Marys_Point,_Minnesota
сараево,босния и герцеговина,сараево	Sarajevo
сантьяго-понтонес,испания,сантьяго-понтонес	Santiago-Pontones
раккониджи,италия,раккониджи	Racconigi
рива-прессо-кьери,италия,рива-прессо-кьери	Riva_presso_Chieri
турн,чехия,турнов	Turnov
розето-капо-спуликий,италия,розето-капо-спулико	Roseto_Capo_Spulico
рокк-сан-джованни,италия,рокка-сан-джованни	Rocca_San_Giovanni
рафа,город,рафах	Rafah
тель-кедеш,тель-кедеш	Kedesh
сернио,италия,сернио	Sernio
сальтрио,италия,сальтрио	Saltrio
ронкоферраро,италия,ронкоферраро	Roncoferraro
троммолд,город,миннесота,соединять штат америка,сша,америка,троммолд	Trommald,_Minnesota
тривенто,италия,тривенто	Trivento
сулковица,польша,сулковице	Sułkowice
торрегалиндо,испания,торрегалиндо	Torregalindo
сихуэл,испания,сихуэла	Cijuela
сибуся,сибуси	Shibushi,_Kagoshima
роско,город,миннесота,соединять штат америка,сша,америка,роско	Roscoe,_Minnesota
седертелье,швеция,сёдертелье	Södertälje
сиургус-донигать,италия,сиургус-донигала	Siurgus_Donigala
санта-лучия-дель-мести,италия,санта-лучия-дель-мела	Santa_Lucia_del_Mela
трайскирхен,австрия,трайскирхен	Traiskirchen
сосновка,область,львовский область,украина,сосновка	Sosnivka
тунляо,китайский народный республика,китай,кнр,тунляо	Tongliao
ронданин,италия,ронданина	Rondanina
узинка,аляска,узинки	Ouzinkie,_Alaska
трогира,хорватия,трогир	Trogir
ронкона,италия,ронконе	Roncone
секуальс,италия,секуальс	Sequals
сисака,хорватия,сисак	Sisak
самбук-пистойезе,италия,самбука-пистойезе	Sambuca_Pistoiese
сальяно-микк,италия,сальяно-микка	Sagliano_Micca
сализывать,италия,сализано	Salisano
торрихо-дель-кампо,испания,торрихо-дель-кампо	Torrijo_del_Campo
сеграт,италия,сеграте	Segrate
тайбао,тайбао	Taibao
трово,италия,трово	Trovo
сан-марко-дея-кавоть,италия,сан-марко-деи-кавоти	San_Marco_dei_Cavoti
сан-грегорио-маньо,коммуна,италия,сан-грегорио-маньо	San_Gregorio_Magno
урбель-дель-кастильо,испания,урбель-дель-кастильо	Úrbel_del_Castillo
уэйлс,аляска,соединять штат америка,сша,америка,уэйлс	Wales,_Alaska
сан-вито-дея-норманни,италия,сан-вито-деи-норманни	San_Vito_dei_Normanni
сидней,австралия,сидней	Sydney
спинозо,италия,спинозо	Spinoso
симода,япония,симода	Shimoda,_Shizuoka
сангаредди,индия,сангаредди	Sangareddi
слейтон,город,миннесота,соединять штат америка,сша,америка,слейтон	Slayton,_Minnesota
санта-доменик-талао,италия,санта-доменика-талао	Santa_Domenica_Talao
торид,ториде	Toride,_Ibaraki
сальтерас,испания,сальтерас	Salteras
торревеккья-театина,италия,торревеккья-театина	Torrevecchia_Teatina
тепик,мексика,тепик	Tepic
украинка,город,киевский область,украинка	Ukrainka,_Kiev_Oblast
синополь,италия,синополи	Sinopoli
уссараманный,италия,уссараманна	Ussaramanna
уолнат-крик,уолнат-крик	Walnut_Creek,_California
сениза,италия,сенизе	Senise
тосасимидзу,тосасимидзу	Tosashimizu,_Kōchi
скандолар-равар,италия,скандолара-равара	Scandolara_Ravara
сердешты,хузестан,иран,сердешт	Sardasht,_Khuzestan
саин-кал,иран,саин-кале	Sain_Qaleh
рокишкис,литва,рокишкис	Rokiškis
уитли,арканзас,соединять штат америка,сша,америка,уитли	Wheatley,_Arkansas
ривилья-де-барахас,испания,ривилья-де-барахас	Rivilla_de_Barajas
сарпсборг,сарпсборг	Sarpsborg
светлогорск,область,калининградский область,россия,калининградский область,светлогорск	Svetlogorsk,_Kaliningrad_Oblast
тяньцзинь,китайский народный республика,китай,кнр,тяньцзинь	Tianjin
ролл,миссури,соединять штат америка,сша,америка,ролла	Rolla,_Missouri
суно,италия,суно	Suno
руза,руза	Ruza
траттенбах,австрия,траттенбах	Trattenbach
селевкий,памфилий,селевкия	Seleucia_(Pamphylia)
семир,иран,семиром	Semirom
сяньян,сяньян	Xianyang
торредонхименый,испания,торредонхимено	Torredonjimeno
трикарико,италия,трикарико	Tricarico
санта-агата-ди-милителло,италия,сант-агата-ди-милителло	Sant'Agata_di_Militello
рио-гранд,аргентина,аргентина,рио-гранде	Río_Grande,_Tierra_del_Fuego
урбана,италия,урбана	Urbana,_Veneto
траун,город,австрия,траун	Traun
роккасекка,италия,роккасекка	Roccasecca
стебник,украина,стебник	Stebnyk
траскуэр,италия,траскуэра	Trasquera
светлый-над-сазавоу,чехия,светла-над-сазавоу	Světlá_nad_Sázavou
серол,италия,сероле	Serole
сан-джорджо-ди-ногаро,италия,сан-джорджо-ди-ногаро	San_Giorgio_di_Nogaro
санта-элий-фьюмерапидо,италия,сант-элия-фьюмерапидо	Sant'Elia_Fiumerapido
серрехон,испания,серрехон	Serrejón
сураж,россия,брянский область,сураж	Surazh
санта-фе,нью-мексико,санта-фе	Santa_Fe,_New_Mexico
тоекав,япония,тоёкава	Toyokawa,_Aichi
уда,город,уда	Uda,_Nara
сент-анн-де-бельвю,канада,сент-анн-де-бельвю	Sainte-Anne-de-Bellevue,_Quebec
санта-ольчез,италия,сант-ольчезе	Sant'Olcese
румбурк,чехия,румбурк	Rumburk
рорендорф-бай-кремс,австрия,рорендорф-бай-кремс	Rohrendorf_bei_Krems
россан,италия,россана	Rossana
смаковер,арканзас,соединять штат америка,сша,америка,смаковер	Smackover,_Arkansas
торреоргас,испания,торреоргас	Torreorgaz
страделла,италия,страделла	Stradella,_Lombardy
тьон-ди-тренто,италия,тьоне-ди-тренто	Tione_di_Trento
суэлли,италия,суэлли	Suelli
санчидриян,испания,санчидриян	Sanchidrián
рекоаро-терм,италия,рекоаро-терме	Recoaro_Terme
сан-мартин-де-рубьялес,испания,сан-мартин-де-рубьялес	San_Martín_de_Rubiales
седон,соединять штат америка,сша,америка,седона	Sedona,_Arizona
торлиный-вимеркатить,италия,торлино-вимеркати	Torlino_Vimercati
сент-хилэр,город,миннесота,соединять штат америка,сша,америка,сент-хилэр	St._Hilaire,_Minnesota
тврдошин,словакия,тврдошин	Tvrdošín
роттенман,австрия,роттенман	Rottenmann
сукумо,сукумо	Sukumo,_Kōchi
сан-бернардино-вербано,италия,сан-бернардино-вербано	San_Bernardino_Verbano
раджмахать,индия,раджмахал	Rajmahal
сали-верчеллез,италия,сали-верчеллезе	Sali_Vercellese
сакаиминато,сакаиминато	Sakaiminato,_Tottori
урумчи,китайский народный республика,китай,кнр,урумчи	Ürümqi
уссурийск,россия,приморский край,уссурийск	Ussuriysk
себастопол,соединять штат америка,сша,америка,себастопол	Sebastopol,_California
уэйт-парк,город,миннесота,соединять штат америка,сша,америка,уэйт-парк	Waite_Park,_Minnesota
скалат,скалат	Skalat
ричча,италия,ричча	Riccia,_Molise
руэльо,италия,руэльо	Rueglio
укселесунда,укселёсунд	Oxelösund
салерано-суль-ламбро,италия,салерано-суль-ламбро	Salerano_sul_Lambro
травако-сиккомарио,италия,травако-сиккомарио	Travacò_Siccomario
тейлор,арканзас,соединять штат америка,сша,америка,тейлор	Taylor,_Arkansas
уиттиер,аляска,уиттиер	Whittier,_Alaska
санта-амалия,испания,санта-амалия	Santa_Amalia
рудный,чехия,рудна	Rudná_(Prague-West_District)
стенико,италия,стенико	Stenico
трамакастьель,испания,трамакастьель	Tramacastiel
торнимпарт,италия,торнимпарте	Tornimparte
страмбино,италия,страмбино	Strambino
тавда,город,тавда	Tavda
сесение,испания,сесенья	Seseña
свидница,польша,свидница	Świdnica
роччелла-вальдемон,италия,роччелла-вальдемоне	Roccella_Valdemone
сан-виталиано,италия,сан-виталиано	San_Vitaliano
терраньоло,италия,терраньоло	Terragnolo
строитель,строитель	Stroitel
ронагой,италия,ронаго	Ronago
тархунтасс,тархунтасса	Tarhuntassa
