ольба,испания,Ольба	Olba,_Aragon
одельцхаузен,германия,коммуна,Одельцхаузен	Odelzhausen
остер,италия,муниципалитет,коммуна,Остра 	Ostra,_Marche
обонн,франция,муниципалитет,Обонн	Eaubonne
освенцим,польша,город,Освенцим 	Oświęcim
остернинбург,германия,коммуна,Остернинбург	Osternienburg
овельгенне,германия,коммуна,Овельгённе	Ovelgönne
орда,турция,ил,город,Орду 	Ordu_Province
ормара,пакистан,Ормара	Ormara
октябрьский,россия,архангельский область,посёлок,Октябрьский 	Oktyabrsky,_Arkhangelsk_Oblast
оньевиль,франция,коммуна,Оньевиль	Ognéville
опач,молдавия,село,Опач	Opaci
обилич,республика косово,город,Обилич 	Obilić
осел,швеция,коммуна,Оселе 	Åsele_Municipality
оберпиршайд,германия,коммуна,Оберпиршайд	Oberpierscheid
оберриден,германия,швабия,коммуна,Оберриден 	Oberrieden,_Bavaria
ойя-де-буньоль,испания,район,Ойя-де-Буньоль	Hoya_de_Buñol
омуртаг,болгария,город,Омуртаг 	Omurtag_(town)
ольджат-мольгор,италия,коммуна,Ольджате-Мольгора	Olgiate_Molgora
обервиль-они-зимменталь,швейцария,коммуна,Обервиль-им-Зимменталь	Oberwil_im_Simmental
оберенгстринген,швейцария,коммуна,Оберенгстринген	Oberengstringen
олиндин,бразилия,Олиндина	Olindina
орань,франция,коммуна,Орань	Auragne
оцвайлер,германия,коммуна,Оцвайлер	Otzweiler
орандж-бич,соединять штат америка,Орандж-Бич	Orange_Beach,_Alabama
оденсе,дания,коммуна,Оденсе 	Odense_Municipality
окакарара,намибия,Окакарара	Okakarara
оксфорд,соединять штат америка,арканзас,Оксфорд 	Oxford,_Arkansas
орбесан,франция,коммуна,Орбесан	Orbessan
оливето-лукать,италия,коммуна,Оливето-Лукано	Oliveto_Lucano
они-су-буа,франция,коммуна,Оне-су-Буа	Aulnay-sous-Bois
олердол,испания,Олердола	Olèrdola
ошац,германия,город,Ошац	Oschatz
округ 09,германия,дюссельдорф,Округ 09 	District_9,_Düsseldorf
оноре,италия,коммуна,Оноре	Onore
олластра,италия,коммуна,Олластра	Ollastra
орлинци,болгария,село,Орлинци	Orlintsi
оберзюсбах,германия,коммуна,Оберзюсбах	Obersüßbach
осло,соединять штат америка,город,миннесота,Осло 	Oslo,_Minnesota
оймякон,россия,село,Оймякон	Oymyakon
оттирать-тэйл,соединять штат америка,округ,миннесота,Оттер-Тэйл 	Otter_Tail_County,_Minnesota
ошана,намибия,город,Ошана	Oshana_Region
ойос-дель-эспино,испания,Ойос-дель-Эспино	Hoyos_del_Espino
очер,россия,город,Очёр	Ochyor
оклахома,соединять штат америка,оклахома,округ,Оклахома 	Oklahoma_County,_Oklahoma
ойч,германия,деревня,Ойч	Eutzsch
округ брчко,босния и герцеговина,Округ Брчко	Brčko_District
орнолак-юсс-ле-бен,франция,коммуна,Орнолак-Юсса-ле-Бен	Ornolac-Ussat-les-Bains
остервик,германия,город,Остервик	Osterwieck
оленино,россия,посёлок,тверская область,Оленино 	Olenino,_Tver_Oblast
опак,болгария,город,Опака	Opaka
овидиопольский район,украина,посёлок,Овидиопольский район	Ovidiopol_Raion
оберрайсен,германия,коммуна,Оберрайсен	Oberreißen
ожарув,польша,гмина,Ожарув 	Gmina_Ożarów
оренбургский район,россия,город,Оренбургский район	Orenburgsky_District
оппенхайм,германия,город,Оппенхайм	Oppenheim
оссимо,италия,коммуна,Оссимо	Ossimo
огаллал,соединять штат америка,небраска,Огаллала 	Ogallala,_Nebraska
ордабасинский район,казахстан,район,Ордабасинский район	Ordabasy_District
оппоница,австрия,коммуна,Оппониц	Opponitz
октибэхо,соединять штат америка,миссисипи,округ,Октибэха 	Oktibbeha_County,_Mississippi
остербрух,германия,коммуна,Остербрух	Osterbruch
озанс,франция,коммуна,Озанс	Auzances
оструда,польша,город,Оструда	Ostróda
обермайзельштайн,германия,коммуна,Обермайзельштайн	Obermaiselstein
ор,сербия,село,сербия,Ором 	Orom_(Kanjiža)
огродник,польша,сейненский повенок,Огродники 	Ogrodniki,_Sejny_County
оберзонтхайм,германия,коммуна,Оберзонтхайм	Obersontheim
озон,франция,коммуна,ардеш,Озон 	Ozon,_Ardèche
онгуэдив,намибия,город,Онгуэдива	Ongwediva
овани,япония,посёлок,Овани	Ōwani,_Aomori
ольденборстель,германия,коммуна,Ольденборстель	Oldenborstel
ордан-ларрка,франция,коммуна,Ордан-Ларрок	Ordan-Larroque
онджив,ангола,город,Онджива	Ondjiva
оспиталь-де-орбиго,испания,Оспиталь-де-Орбиго	Hospital_de_Órbigo
обинья,франция,алье,коммуна,Обиньи 	Aubigny,_Allier
оберштрайт,германия,коммуна,Оберштрайт	Oberstreit
осейдж,соединять штат америка,округ,миссури,Осейдж 	Osage_County,_Missouri
обок,джибути,Обок	Obock
окоп,болгария,село,Окоп 	Okop,_Yambol_Province
олейт,соединять штат америка,канзас,Олейт 	Olathe,_Kansas
ольденбюттель,германия,коммуна,Ольденбюттель	Oldenbüttel
оренхофен,германия,коммуна,Оренхофен	Orenhofen
остров шмидт,россия,остров,Остров Шмидта	Schmidt_Island
ортоверо,италия,коммуна,Ортоверо	Ortovero
ожиривать,франция,коммуна,Ожирен	Augirein
оберзимменталь,швейцария,округ,Оберзимменталь 	Obersimmental_District
онель,бельгия,коммуна,Онель	Honnelles
орнан,франция,Орнан	Ornans
оисид,япония,посёлок,Оисида	Ōishida
оберрайхенбах,германия,коммуна,шварцвальд,Оберрайхенбах 	Oberreichenbach,_Baden-Württemberg
олмстед,соединять штат америка,округ,миннесота,Олмстед 	Olmsted_County,_Minnesota
орен,бразилия,муниципалитет,пара,Орен 	Ourém,_Pará
одолянуть,польша,Одолянув	Odolanów
омаха,соединять штат америка,арканзас,Омаха 	Omaha,_Arkansas
ольянтайтамбо,перо,Ольянтайтамбо	Ollantaytambo
обердисбах,швейцария,коммуна,Обердисбах	Oberdiessbach
оранж,соединять штат америка,нью-йорк,округ,Оранж 	Orange_County,_New_York
орджано,италия,коммуна,Орджано	Orgiano
обераур,германия,коммуна,Обераурах	Oberaurach
оберхаузен,германия,нойбург-донау,коммуна,Оберхаузен 	Oberhausen_(near_Neuburg)
олье-д’агуа-дас-куньянс,бразилия,Олью-д’Агуа-дас-Куньянс	Olho_d'Água_das_Cunhãs
орган,франция,коммуна,Орган 	Organ,_Hautes-Pyrénées
орламюнде,германия,город,Орламюнде	Orlamünde
ода,франция,коммуна,Од 	Audes
оэнсия,испания,Оэнсия	Oencia
оссонс,франция,коммуна,Оссонс	Aussonce
обер-ольм,германия,коммуна,Обер-Ольм	Ober-Olm
оссон,италия,коммуна,Оссона	Ossona
опс,франция,коммуна,Опс 	Aups
оттинья-лувен-ла-нев,бельгия,коммуна,Оттиньи-Лувен-ла-Нёв	Ottignies-Louvain-la-Neuve
обергеклер,германия,коммуна,Обергеклер	Obergeckler
обурдный,франция,коммуна,Обурден	Haubourdin
опфертсхофен,швейцария,деревня,Опфертсхофен	Opfertshofen
ородар,буркина-фасо,город,Ородара	Orodara
оказный,франция,коммуна,Оказен	Aucazein
обижать,болгария,Обидим	Obidim
озан-монцель,германия,коммуна,Озан-Монцель	Osann-Monzel
остров кверини,россия,остров,Остров Кверини	Querini_Island
обан,франция,франция,коммуна,Обан 	Hauban
олькушский повенок,польша,Олькушский повят	Olkusz_County
округ 04,германия,дюссельдорф,Округ 04 	District_4,_Düsseldorf
оттобрунн,германия,коммуна,Оттобрунн	Ottobrunn
охотский район,россия,Охотский район	Okhotsky_District
отуркпо,нигерия,город,Отуркпо	Otukpo
окль,соединять штат америка,город,миннесота,Окли 	Oklee,_Minnesota
орсан,франция,коммуна,ода,Орсан 	Orsans,_Aude
оуэн-саунд,канада,город,Оуэн-Саунд	Owen_Sound
обермасфельд-гримменталь,германия,коммуна,Обермасфельд-Гримменталь	Obermaßfeld-Grimmenthal
орнильос-де-эресма,испания,Орнильос-де-Эресма	Hornillos_de_Eresma
орьоло-романо,италия,коммуна,Орьоло-Романо	Oriolo_Romano
одерцо,италия,коммуна,Одерцо	Oderzo
обервельц-умгебунг,австрия,коммуна,Обервёльц-Умгебунг	Oberwölz_Umgebung
остров мак-клинток,россия,Остров Мак-Клинтока	MacKlintok_Island
онтория-де-вальдеарадос,испания,Онтория-де-Вальдеарадос	Hontoria_de_Valdearados
ольвен,испания,Ольвена	Olvena
орон,франция,мозель,коммуна,Орон 	Oron,_Moselle
оля-ле-бен,франция,коммуна,Олю-ле-Бен	Aulus-les-Bains
орт-ан-дер-донау,австрия,Орт-ан-дер-Донау	Orth_an_der_Donau
оберрайденбах,германия,коммуна,Оберрайденбах	Oberreidenbach
ортуэри,италия,коммуна,Ортуэри	Ortueri
обригхайм,германия,коммуна,пфальц,Обригхайм 	Obrigheim,_Rhineland-Palatinate
опрталь,хорватия,коммуна,Опрталь	Oprtalj
оттирать-крик,соединять штат америка,флорида,Оттер-Крик 	Otter_Creek,_Florida
о-де-босдаррос,франция,коммуна,О-де-Босдаррос	Haut-de-Bosdarros
орс,швеция,город,Орса	Orsa
оверри,нигерия,город,Оверри	Owerri
оберкульм,швейцария,коммуна,Оберкульм	Oberkulm
оржа,франция,коммуна,Оржё	Orgeux
обливский район,россия,станица,Обливский район	Oblivsky_District
оттервиш,германия,коммуна,Оттервиш	Otterwisch
окюла-рош,молдавия,село,Окюл-Рош	Ochiul_Roș
осиня,республика сербский,населенный пункт,Осиня	Osinja
ортон-дея-марси,италия,коммуна,Ортона-деи-Марси	Ortona_dei_Marsi
оганаван,армения,село,Оганаван	Ohanavan
орловка,киргизия,кеминский район,город,Орловка 	Orlovka,_Kyrgyzstan
оггельсхаузен,германия,коммуна,Оггельсхаузен	Oggelshausen
оучо,намибия,город,Оучо	Outjo
османие,турция,ил,город,Османие 	Osmaniye_Province
ольмедо,италия,коммуна,сардиния,Ольмедо 	Olmedo,_Sardinia
ой-миттельберг,германия,коммуна,Ой-Миттельберг	Oy-Mittelberg
обербюрный,швейцария,коммуна,Обербюрен	Oberbüren
оберфлакс,швейцария,коммуна,Оберфлакс	Oberflachs
олевать-ди-ломеллин,италия,коммуна,Олевано-ди-Ломеллина	Olevano_di_Lomellina
оливенс,испания,муниципалитет,Оливенса	Olivenza
озийака,франция,коммуна,Озийак	Ozillac
оттертейл,соединять штат америка,город,миннесота,Оттертейл 	Ottertail,_Minnesota
ольмут,германия,коммуна,Ольмут	Ollmuth
орвиль,франция,коммуна,кот-д’ор,Орвиль 	Orville,_Côte-d'Or
ормуза,иран,город,Ормуз 	Hormuz,_Iran
ольтрон-ди-сан-маметта,италия,коммуна,Ольтрона-ди-Сан-Маметте	Oltrona_di_San_Mamette
одернхайм-на-глан,германия,коммуна,Одернхайм-на-Глане	Odernheim_am_Glan
отран,франция,коммуна,Отран	Autrans
одесейше,португалия,Одесейше	Odeceixe
окем,великобритания,Окем	Oakham
обербарной,германия,коммуна,Обербарним	Oberbarnim
ош,франция,франция,город,Ош 	Auch
офштайн,германия,коммуна,Офштайн	Offstein
оберефлинген,германия,коммуна,Оберёфлинген	Oberöfflingen
обервисса,франция,коммуна,Обервисс	Obervisse
ольнуа-сюр-сей,франция,коммуна,Ольнуа-сюр-Сей	Aulnois-sur-Seille
остин,соединять штат америка,округ,техас,Остин 	Austin_County,_Texas
орра,франция,коммуна,Орре	Orret
оподеп,мексика,муниципалитет,город,Оподепе 	Opodepe_(municipality)
о-осат,франция,коммуна,О-Осат	Aux-Aussat
оэ,япония,поселок,посёлок,Оэ 	Ōe,_Yamagata
орник,италия,коммуна,Орника	Ornica
опадать,соединять штат америка,вайоминг,Опал 	Opal,_Wyoming
орхус,дания,Орхус	Aarhus
орджоникидзевский район,россия,хакасия,Орджоникидзевский район 	Ordzhonikidzevsky_District,_Republic_of_Khakassia
отрить,франция,коммуна,верхний гаронна,Отрив 	Auterive,_Haute-Garonne
оберлункхофен,швейцария,коммуна,Оберлункхофен	Oberlunkhofen
орландия,бразилия,муниципалитет,Орландия	Orlândia
оук-гров-хайтс,соединять штат америка,арканзас,Оук-Гров-Хайтс 	Oak_Grove_Heights,_Arkansas
ольмуэ,чили,город,Ольмуэ	Olmué
острый,украина,черниговский область,город,Остёр 	Oster
обигарм,таджикистан,посёлок,Обигарм	Obigarm
ойл-тро,соединять штат америка,арканзас,Ойл-Тро 	Oil_Trough,_Arkansas
о’коннор,австралия,район,канберра,О’Коннор 	O'Connor,_Australian_Capital_Territory
оливейра-фортис,бразилия,Оливейра-Фортис	Oliveira_Fortes
оберхофен-они-иннталь,австрия,коммуна,Оберхофен-им-Иннталь	Oberhofen_im_Inntal
ои,япония,посёлок,канагава,Ои 	Ōi,_Kanagawa
осокоровка,украина,село,херсонский область,Осокоровка 	Osokorivka,_Novovorontsovka_Raion
окоталь,никарагуа,город,Окоталь	Ocotal
ольховатский район,россия,посёлок,Ольховатский район	Olkhovatsky_District
остров abc,королевство нидерланды,Острова ABC	ABC_islands_(Lesser_Antilles)
одзать-дель-эмилия,италия,Одзано-дель-Эмилия	Ozzano_dell'Emilia
октябрьский район,россия,оренбургский область,село,Октябрьский район 	Oktyabrsky_District,_Orenburg_Oblast
остров уайт,великобритания,Остров Уайт	Isle_of_Wight
обан,великобритания,Обан	Oban
орджоникидзевский,россия,посёлок,Орджоникидзевская	Ordzhonikidzevskaya
октябрьский,россия,мурманский область,Октябрьский 	Oktyabrsky,_Murmansk_Oblast
обервайда,германия,коммуна,Обервайд	Oberweid
оппеано,италия,коммуна,Оппеано	Oppeano
ольягуэ,чили,посёлок,Ольягуэ	Ollagüe,_Chile
оржицкий район,украина,посёлок,Оржицкий район	Orzhytsia_Raion
осчук,мексика,муниципалитет,Осчук 	Oxchuc
огуз,азербайджан,город,Огуз 	Oghuz_(city)
окаихау,новый зеландия,Окаихау	Okaihau
олорон-сент-мари,франция,город,Олорон-Сент-Мари	Oloron-Sainte-Marie
оссуччо,италия,коммуна,Оссуччо	Ossuccio
оберрайхенбах,германия,коммуна,средний франкония,Оберрайхенбах 	Oberreichenbach,_Bavaria
одырци,болгария,село,Одырци	Odartsi
ольдеруп,германия,коммуна,Ольдеруп	Olderup
орадя,румыния,город,Орадя	Oradea
орнильос-де-серрато,испания,Орнильос-де-Серрато	Hornillos_de_Cerrato
о-пюизо,франция,коммуна,О-Пюизо	Eaux-Puiseaux
ота,франция,коммуна,Ота 	Ota,_Corse-du-Sud
орсьер,франция,коммуна,Орсьер	Orcières
обердоллендорф,германия,Обердоллендорф	Oberdollendorf
октябрьский,украина,посёлок,красногвардейский район,Октябрьское 	Oktiabrske
окосокоаутло-де-эспинос,мексика,муниципалитет,Окосокоаутла-де-Эспиноса 	Ocozocoautla_de_Espinosa
онориу-серп,бразилия,Онориу-Серпа	Honório_Serpa
оцуть,япония,посёлок,Оцути	Ōtsuchi,_Iwate
ольбий-темпьо,италия,провинция,Ольбия-Темпьо	Province_of_Olbia-Tempio
одесский район,россия,Одесский район	Odessky_District
остров ратманова,россия,остров,Остров Ратманова	Big_Diomede
одвисла,польша,село,Одвисле	Odwiśle
озимек,польша,Озимек	Ozimek
он,франция,коммуна,верхний гаронна,Он 	Eaunes
ортонов,италия,коммуна,Ортоново	Ortonovo
орел,россия,город,Орёл 	Oryol
оулафсфьордюр,исландия,город,Оулафсфьордюр	Ólafsfjörður
оппенвайлер,германия,коммуна,Оппенвайлер	Oppenweiler
отрадненский район,россия,станица,Отрадненский район	Otradnensky_District
остер,германия,коммуна,Острах	Ostrach
обригхайм,германия,коммуна,баден,Обригхайм 	Obrigheim
орадя,франция,коммуна,Ораде	Auradé
оломон,италия,коммуна,Оломон	Ollomont
обанж,бельгия,коммуна,Обанж	Aubange
орначос,испания,Орначос	Hornachos
орун,италия,коммуна,Оруне	Orune
онсье,франция,коммуна,Онсьё	Oncieu
оамисирасато,япония,город,Оамисирасато	Ōamishirasato
оттирать,германия,коммуна,Оттер	Otter,_Germany
ортранд,германия,город,Ортранд	Ortrand
ож,франция,коммуна,арденны,Ож 	Auge,_Ardennes
оканье,испания,населённый пункт,Оканья	Ocaña,_Spain
ор,германия,район,Оре 	Ohrekreis
оффинген,германия,коммуна,Оффинген	Offingen
ораниенбаум-верлиц,германия,город,Ораниенбаум-Вёрлиц	Oranienbaum-Wörlitz
османие,турция,Османие	Osmaniye
обербойхинген,германия,коммуна,Обербойхинген	Oberboihingen
ольсберг,швейцария,коммуна,аргау,Ольсберг 	Olsberg,_Aargau
остиано,италия,коммуна,Остиано	Ostiano
о-нкам,камерун,департамент,О-Нкам 	Haut-Nkam
оффенбах,германия,район,Оффенбах 	Offenbach_(district)
олиен,италия,коммуна,Олиена	Oliena
орхей,молдавия,город,Орхей	Orhei
остенфельд,германия,коммуна,хузум,Остенфельд 	Ostenfeld,_Nordfriesland
овервный,нидерланды,город,Овервен	Overveen
озон,франция,верхний пиренеи,коммуна,Озон 	Ozon,_Hautes-Pyrénées
орибай,франция,коммуна,Орибай	Auribail
оток,хорватия,город,Оток	Otok,_Vukovar-Srijem_County
остров аделаида,россия,Остров Аделаиды	Adelaide_Island_(Russia)
олбери,австралия,город,Олбери	Albury
остальрик,испания,муниципалитет,Остальрик	Hostalric
олишканы,молдавия,село,Олишканы	Olișcani
орхив,испания,муниципалитет,Орхива	Órgiva
онгол,индия,город,Онголе	Ongole
опмер,нидерланды,город,Опмер	Opmeer
оруэ,франция,коммуна,Оруэ	Aurouër
оберне,франция,муниципалитет,Оберне	Obernai
олимпия,бразилия,сан-паулу,Олимпия 	Olímpia
оберуцвиль,швейцария,коммуна,Оберуцвиль	Oberuzwil
оппидо-лучано,италия,коммуна,Оппидо-Лучано	Oppido_Lucano
остров морской конек,соединять штат америка,чукотский море,Острова Морского конька 	Seahorse_Islands
ордьяр,франция,коммуна,Ордьяр	Ordiarp
орнасья,франция,коммуна,Орнасьё	Ornacieux
олесница,польша,Олесница	Oleśnica
оффенхаузен,германия,коммуна,средний франкония,Оффенхаузен 	Offenhausen,_Germany
оймяконский улус,россия,Оймяконский улус	Oymyakonsky_District
охорн,германия,коммуна,Охорн	Ohorn
озерный провинция,южный судан,город,Озёрная провинция	Lakes_(state)
обюссон,франция,коммуна,Обюссон 	Aubusson,_Creuse
ораховац,республика косово,город,Ораховац	Orahovac
одрие,франция,коммуна,Одриё	Audrieu
охотск,россия,Охотск	Okhotsk
ом,италия,коммуна,Оме 	Ome,_Lombardy
ожи,франция,коммуна,эна,Ожи 	Augy,_Aisne
оспиталетто,италия,город,Оспиталетто	Ospitaletto
ортигейр,бразилия,бразилия,Ортигейра 	Ortigueira,_Paraná
обершлеттенбах,германия,коммуна,Обершлеттенбах	Oberschlettenbach
обертрум,австрия,Обертрум	Obertrum
отмарзинген,швейцария,коммуна,Отмарзинген	Othmarsingen
обердорф,швейцария,коммуна,базель-ланды,Обердорф 	Oberdorf,_Basel-Landschaft
оккенфельс,германия,коммуна,Оккенфельс	Ockenfels
османгази,турция,район,Османгази	Osmangazi
остермитинг,австрия,Остермитинг	Ostermiething
отам,япония,село,Отама	Ōtama,_Fukushima
омон-обрак,франция,коммуна,Омон-Обрак	Aumont-Aubrac
оберндорф-ама-неккар,германия,город,Оберндорф-ам-Неккар	Oberndorf_am_Neckar
огастый,соединять штат америка,город,джорджия,Огаста 	Augusta,_Georgia
ольхинг,германия,город,Ольхинг	Olching
оз,франция,коммуна,изер,Оз 	Oz,_Isère
онье,испания,Онья	Oña
орадур-фаня,франция,коммуна,Орадур-Фане	Oradour-Fanais
оберхайн,германия,коммуна,Оберхайн	Oberhain
она,франция,коммуна,Она 	Aunat
олан,франция,коммуна,Олан	Olemps
огути,япония,посёлок,Огути	Ōguchi,_Aichi
октябрьский,россия,город,Октябрьский 	Oktyabrsky,_Republic_of_Bashkortostan
ортеццано,италия,Ортеццано	Ortezzano
одергем,бельгия,Одергем	Auderghem
ор-жош,бельгия,коммуна,Ор-Жош	Orp-Jauche
оберхоннефельд-гиренд,германия,коммуна,Оберхоннефельд-Гиренд	Oberhonnefeld-Gierend
обершторх,австрия,коммуна,Обершторха	Oberstorcha
огастый,соединять штат америка,город,мэн,Огаста 	Augusta,_Maine
обхаузен,германия,коммуна,Обхаузен	Obhausen
один,соединять штат америка,город,миннесота,Один 	Odin,_Minnesota
олизи-прима,франция,коммуна,Олизи-Прима	Olizy-Primat
они,франция,муниципалитет,Они 	Osny
ор,япония,поселок,посёлок,Ора 	Ōra,_Gunma
отфаж,франция,коммуна,Отфаж	Hautefage
омуртаг,болгария,община,Омуртаг 	Omurtag_Municipality
он,франция,коммуна,канталь,Он 	Omps
отьон,франция,коммуна,Отьон	Haution
острогожский район,россия,город,Острогожский район	Ostrogozhsky_District
овидиопольский район,украина,Овидиопольский район	Ovidiopol_Raion
остерцелль,германия,коммуна,Остерцелль	Osterzell
орриос,испания,муниципалитет,Орриос	Orrios
остров большой олений,россия,посёлок,Остров Большой Олений	Ostrov_Bolshoy_Oleny
одерберг,германия,город,Одерберг	Oderberg
оберндорф-ан-дер-мельк,австрия,Оберндорф-ан-дер-Мельк	Oberndorf_an_der_Melk
охуд,азербайджан,село,Охуд 	Oxud
ольховский район,россия,село,Ольховский район	Olkhovsky_District
оберхахинг,германия,коммуна,Оберхахинг	Oberhaching
обер-флерсхайм,германия,коммуна,Обер-Флёрсхайм	Ober-Flörsheim
оксфорд,великобритания,город,Оксфорд	Oxford
оверейс,бельгия,муниципалитет,Оверейсе	Overijse
остхаузен-вюльферсхаузен,германия,коммуна,Остхаузен-Вюльферсхаузен	Osthausen-Wülfershausen
оберфеллах,австрия,Оберфеллах	Obervellach
озоркув,польша,Озоркув	Ozorków
орешник,болгария,село,хасковский область,Орешник 	Oreshnik
обертульба,германия,коммуна,Обертульба	Oberthulba
орм-э-виль,франция,коммуна,Орм-э-Виль	Ormes-et-Ville
оберхаймбах,германия,коммуна,Оберхаймбах	Oberheimbach
обервилья,франция,коммуна,Обервилье	Aubervilliers
область народность южный эфиопия,эфиопия,город,Область Народностей Южной Эфиопии	Southern_Nations,_Nationalities,_and_Peoples'_Region
ординариат бразилия для верный восточный обряд,бразилия,Ординариат Бразилии для верных восточного обряда	Ordinariate_for_Eastern_Catholics_in_Brazil
омидийе,иран,город,Омидийе	Omidiyeh
орахов,босния и герцеговина,градишка,Орахова 	Orahova
ос-ан-асп,франция,коммуна,Ос-ан-Асп	Osse-en-Aspe
омутий,намибия,город,Омутия	Omuthiya
оберегерь,швейцария,коммуна,Оберегери	Oberägeri
обернайзен,германия,коммуна,Обернайзен	Oberneisen
озилья,италия,коммуна,Озилья	Osiglia
осана,франция,франция,коммуна,Осан 	Ossen
оберштамхайм,швейцария,коммуна,Оберштамхайм	Oberstammheim
оберндорф-бай-зальцбург,австрия,город,Оберндорф-бай-Зальцбург	Oberndorf_bei_Salzburg
орхон,монголия,аймак,Орхон 	Orkhon_Province
ойленберг,германия,коммуна,вестервальд,Ойленберг 	Eulenberg
орать,франция,коммуна,изер,Ори 	Auris,_Isère
олюдениз,турция,Олюдениз	Ölüdeniz
ольштынский повенок,польша,город,Ольштынский повят	Olsztyn_County
огайо,соединять штат америка,штат,Огайо	Ohio
октябрьский район,россия,амурский область,село,Октябрьский район 	Oktyabrsky_District,_Amur_Oblast
оливия,соединять штат америка,город,миннесота,Оливия 	Olivia,_Minnesota
обершвайнбах,германия,коммуна,Обершвайнбах	Oberschweinbach
остилья,италия,коммуна,Остилья	Ostiglia
олык,украина,посёлок,Олыка	Olyka
ост,франция,мозель,коммуна,Ост 	Hoste,_Moselle
ордынский район,россия,Ордынский район	Ordynsky_District
отрадный,россия,район москва,Отрадное 	Otradnoye_District
османабад,индия,город,Османабад	Osmanabad
опплиген,швейцария,коммуна,Опплиген	Oppligen
олесный,польша,олесненский повенок,гмина,Олесно 	Gmina_Olesno,_Opole_Voivodeship
ольский городской округ,россия,Ольский городской округ	Olsky_District
окроугло,чехия,община,Окроугло	Okrouhlo
оппенан,франция,коммуна,Оппенан	Oppenans
онд,испания,муниципалитет,валенсия,Онда 	Onda,_Castellón
остров мария,мексика,архипелаг,Острова Марии	Islas_Marías
орешац,сербия,село,Орешац	Orešac
олиас-дель-рей,испания,Олиас-дель-Рей	Olías_del_Rey
одинцовский район,россия,Одинцовский район	Odintsovsky_District
окфен,германия,коммуна,Окфен	Ockfen
охрить,ирландия,деревня,голуэй,Охрим 	Aughrim,_County_Galway
обехо,испания,населённый пункт,Обехо	Obejo
ормалинген,швейцария,коммуна,Ормалинген	Ormalingen
оквилл,канада,онтарио,город,Оквилл 	Oakville,_Ontario
осех-де-сахамбре,испания,Осеха-де-Сахамбре	Oseja_de_Sajambre
оттенбах,швейцария,цюрих,коммуна,Оттенбах 	Ottenbach,_Switzerland
ольденико,италия,коммуна,Ольденико	Oldenico
омери,франция,коммуна,Омери	Osmery
остроруг,польша,Остроруг	Ostroróg
опедет,франция,коммуна,Опедет	Oppedette
оньякса,франция,коммуна,Оньякс	Augnax
олиол,испания,муниципалитет,Олиола	Oliola
острица,германия,город,Остриц	Ostritz
орловский область,россия,город,Орловская область	Oryol_Oblast
осеан,камерун,департамент,Осеан 	Océan
орать,украина,львовский область,село,Ораны 	Orany,_Ukraine
отр-ле-гре,франция,коммуна,Отре-ле-Гре	Autrey-lès-Gray
обинья-ле-пот,франция,коммуна,Обиньи-ле-Поте	Aubigny-les-Pothées
о’хиггинс,чили,коммуна,О’Хиггинс 	O'Higgins,_Chile
омон,франция,коммуна,Омон 	Omont
огре,латвия,Огре	Ogre,_Latvia
остроленкский повенок,польша,город,Остроленкский повят	Ostrołęka_County
олюторский район,россия,Олюторский район	Olyutorsky_District
ойленбис,германия,коммуна,Ойленбис	Eulenbis
обервиль-лили,швейцария,коммуна,Обервиль-Лили	Oberwil-Lieli
оберкирха,германия,баден,город,Оберкирх 	Oberkirch_(Baden)
осинский район,россия,город,пермский край,Осинский район 	Osinsky_District,_Perm_Krai
остров возрождение,казахстан,Остров Возрождения	Vozrozhdeniya_Island
от-дюи,франция,коммуна,От-Дюи	Hautes-Duyes
органие,испания,Органья	Organyà
ория,италия,апулия,коммуна,Ория 	Oria,_Apulia
оберкохен,германия,город,Оберкохен	Oberkochen
октябрьский район,россия,посёлок,ростовский область,Октябрьский район 	Oktyabrsky_District,_Rostov_Oblast
отос,испания,Отос	Otos,_Valencia
обинья-ан-плен,франция,коммуна,Обиньи-ан-Плен	Aubigny-en-Plaine
опуво,намибия,столица,Опуво	Opuwo
орловский район,россия,ростовский область,Орловский район 	Orlovsky_District,_Rostov_Oblast
ольденхюттен,германия,коммуна,Ольденхюттен	Oldenhütten
обер-графендорф,австрия,Обер-Графендорф	Ober-Grafendorf
огден,соединять штат америка,арканзас,Огден 	Ogden,_Arkansas
оффенхаузен,австрия,верхний австрия,Оффенхаузен 	Offenhausen,_Austria
оберрота,германия,коммуна,Оберрот	Oberroth
оффаль,ирландия,графство,Оффали 	County_Offaly
остенфельд,германия,рендсбург,коммуна,Остенфельд 	Ostenfeld,_Rendsburg-Eckernförde
обен,франция,коммуна,аверона,Обен 	Aubin,_Aveyron
одоевский район,россия,посёлок,Одоевский район	Odoyevsky_District
оберн,соединять штат америка,город,мэн,Оберн 	Auburn,_Maine
отуазон,франция,коммуна,Отуазон	Authoison
ольгин,куба,город,Ольгин 	Holguín
ольчененго,италия,коммуна,Ольчененго	Olcenengo
оберурзель,германия,город,Оберурзель	Oberursel_(Taunus)
оулафсвик,исландия,город,Оулафсвик	Ólafsvík
обаншель-о-буа,франция,коммуна,Обаншёль-о-Буа	Aubencheul-aux-Bois
опаринский район,россия,Опаринский район	Oparinsky_District
орибо-сюр-сьянь,франция,коммуна,Орибо-сюр-Сьянь	Auribeau-sur-Siagne
